,geometry,ev_stations_counts,ev_stations_geometries,parking_counts,restaurant_counts,library_counts,university_counts,school_counts,park_counts,cinema_counts,place_of_worship_counts,retail_counts,commercial,nodes,edges,road_density,pop_density
64,"POLYGON ((2.32237728 48.82519555555556, 2.32237728 48.820439139688716, 2.3213173 48.8206761, 2.3210151 48.8207421, 2.3208709 48.8207739, 2.3206348 48.8208256, 2.3198358 48.8210036, 2.3191232 48.8211615, 2.3187899 48.8212354, 2.3187514 48.8212439, 2.3187249 48.8212498, 2.3187012 48.8212551, 2.3183848 48.8213253, 2.3183326 48.8213368, 2.318011 48.8214081, 2.3168502 48.8216633, 2.3147321 48.8221408, 2.3145538 48.822174, 2.3143633 48.8222148, 2.314133 48.8222632, 2.3138 48.8223339, 2.3133907 48.8224327, 2.3133857 48.822427, 2.3130139 48.8225108, 2.312551752 48.82261496787381, 2.312551752 48.82519555555556, 2.32237728 48.82519555555556))",1,[[<POINT (2.319 48.824)>]],0,6,0,0,0,2,0,0,1,0,37,56,0.042042042042042045,40.08238212561742
65,"POLYGON ((2.32237728 48.9008294185615, 2.3240848 48.9008857, 2.3258802 48.9009525, 2.3277816 48.9009898, 2.3301825 48.9010281, 2.332202808 48.90107718904041, 2.332202808 48.89253594444444, 2.32237728 48.89253594444444, 2.32237728 48.9008294185615))",1,[[<POINT (2.323 48.898)>]],2,26,0,0,16,5,0,2,5,0,95,160,0.01791713325867861,59.964802994399825
66,"POLYGON ((2.332202808 48.89253594444444, 2.332202808 48.88291588888889, 2.32237728 48.88291588888889, 2.32237728 48.89253594444444, 2.332202808 48.89253594444444))",1,[[<POINT (2.331 48.885)>]],3,108,0,0,19,6,3,2,19,0,88,124,0.01619644723092999,56.004375627605164
67,"POLYGON ((2.332202808 48.88291588888889, 2.332202808 48.87329583333333, 2.32237728 48.87329583333333, 2.32237728 48.88291588888889, 2.332202808 48.88291588888889))",4,"[[<POINT (2.329 48.88)>], [<POINT (2.326 48.88)>], [<POINT (2.332 48.881)>], [<POINT (2.322 48.879)>]]",5,154,0,0,12,2,1,5,13,3,92,137,0.0163640707118968,25.689551461798967
68,"POLYGON ((2.332202808 48.87329583333333, 2.332202808 48.86367577777778, 2.32237728 48.86367577777778, 2.32237728 48.87329583333333, 2.332202808 48.87329583333333))",3,"[[<POINT (2.331 48.864)>], [<POINT (2.323 48.871)>], [<POINT (2.326 48.872)>]]",4,149,0,0,2,0,1,2,24,2,69,110,0.023444160272804774,23.640707561990517
69,"POLYGON ((2.332202808 48.86367577777778, 2.332202808 48.85405572222222, 2.32237728 48.85405572222222, 2.32237728 48.86367577777778, 2.332202808 48.86367577777778))",3,"[[<POINT (2.327 48.857)>], [<POINT (2.33 48.855)>], [<POINT (2.328 48.857)>]]",3,50,1,7,4,1,0,3,3,0,56,94,0.03051948051948052,24.741906349145314
70,"POLYGON ((2.332202808 48.85405572222222, 2.332202808 48.84443566666667, 2.32237728 48.84443566666667, 2.32237728 48.85405572222222, 2.332202808 48.85405572222222))",4,"[[<POINT (2.324 48.848)>], [<POINT (2.332 48.847)>], [<POINT (2.332 48.852)>], [<POINT (2.329 48.845)>]]",5,79,1,2,30,4,1,11,9,0,86,171,0.023392612859097127,28.4444285772188
71,"POLYGON ((2.332202808 48.84443566666667, 2.332202808 48.83481561111111, 2.32237728 48.83481561111111, 2.32237728 48.84443566666667, 2.332202808 48.84443566666667))",5,"[[<POINT (2.33 48.84)>], [<POINT (2.323 48.842)>], [<POINT (2.328 48.843)>], [<POINT (2.324 48.841)>], [<POINT (2.325 48.841)>]]",8,172,1,4,11,3,8,4,8,1,97,161,0.017289518900343644,38.27834465765452
72,"POLYGON ((2.332202808 48.83481561111111, 2.332202808 48.82519555555556, 2.32237728 48.82519555555556, 2.32237728 48.83481561111111, 2.332202808 48.83481561111111))",4,"[[<POINT (2.33 48.835)>], [<POINT (2.326 48.833)>], [<POINT (2.323 48.826)>], [<POINT (2.326 48.826)>]]",13,94,1,0,10,3,2,6,28,2,104,167,0.015589992531740104,40.08238212561742
73,"POLYGON ((2.332202808 48.82519555555556, 2.332202808 48.818249932008456, 2.3321647 48.8182596, 2.3317783 48.818344, 2.3315752 48.8183899, 2.3312994 48.8184489, 2.3308144 48.8185552, 2.330793 48.8185597, 2.3302869 48.8186665, 2.3302117 48.8186833, 2.3301823 48.8186899, 2.3293503 48.8188782, 2.3292675 48.8188952, 2.3274555 48.8193015, 2.3269174 48.8194224, 2.3268722 48.8194324, 2.3268014 48.8194458, 2.3266627 48.8194772, 2.3263256 48.8195531, 2.3262721 48.8195651, 2.3260856 48.8196072, 2.325938 48.8196405, 2.3257661 48.8196803, 2.3255964 48.8197195, 2.32237728 48.820439139688716, 2.32237728 48.82519555555556, 2.332202808 48.82519555555556))",16,"[[<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.324 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.324 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>], [<POINT (2.323 48.825)>]]",18,16,0,0,0,1,0,1,3,0,64,110,0.027281746031746032,40.08238212561743
74,"POLYGON ((2.332202808 48.90107718904041, 2.334615 48.9011358, 2.3346298 48.9011361, 2.3346874 48.9011373, 2.3347159 48.9011379, 2.334835 48.9011408, 2.335107 48.9011475, 2.3352678 48.9011502, 2.3353793 48.9011527, 2.3354309 48.9011538, 2.3354926 48.9011553, 2.3355071 48.9011555, 2.3356163 48.9011577, 2.3356539 48.9011584, 2.3358319 48.9011622, 2.3360336 48.9011669, 2.3360628 48.9011676, 2.3361725 48.9011702, 2.336375 48.9011752, 2.3365431 48.9011783, 2.3365959 48.9011795, 2.3367057 48.9011817, 2.3367171 48.9011819, 2.3367567 48.901183, 2.3369673 48.9011881, 2.3371369 48.9011928, 2.3371435 48.901193, 2.3372746 48.9011971, 2.342028336 48.90128980731051, 2.342028336 48.89253594444444, 2.332202808 48.89253594444444, 2.332202808 48.90107718904041))",2,"[[<POINT (2.336 48.895)>], [<POINT (2.341 48.893)>]]",1,24,1,1,11,3,0,1,2,0,80,150,0.023734177215189875,47.281500857451256
75,"POLYGON ((2.342028336 48.89253594444444, 2.342028336 48.88291588888889, 2.332202808 48.88291588888889, 2.332202808 48.89253594444444, 2.342028336 48.89253594444444))",1,[[<POINT (2.339 48.89)>]],0,165,0,0,9,7,1,3,7,0,130,208,0.012403100775193798,46.01698522514349
76,"POLYGON ((2.342028336 48.88291588888889, 2.342028336 48.87329583333333, 2.332202808 48.87329583333333, 2.332202808 48.88291588888889, 2.342028336 48.88291588888889))",3,"[[<POINT (2.338 48.876)>], [<POINT (2.335 48.879)>], [<POINT (2.339 48.882)>]]",4,246,1,0,18,1,1,10,6,3,108,165,0.014278296988577362,28.84064788629617
77,"POLYGON ((2.342028336 48.87329583333333, 2.342028336 48.86367577777778, 2.332202808 48.86367577777778, 2.332202808 48.87329583333333, 2.342028336 48.87329583333333))",2,"[[<POINT (2.339 48.872)>], [<POINT (2.334 48.87)>]]",5,295,4,0,7,3,2,1,3,2,125,222,0.01432258064516129,29.671045027817623
78,"POLYGON ((2.342028336 48.86367577777778, 2.342028336 48.85405572222222, 2.332202808 48.85405572222222, 2.332202808 48.86367577777778, 2.342028336 48.86367577777778))",3,"[[<POINT (2.341 48.863)>], [<POINT (2.339 48.862)>], [<POINT (2.341 48.86)>]]",14,90,2,5,5,5,2,3,2,0,43,60,0.03322259136212625,24.17316814247752
79,"POLYGON ((2.342028336 48.85405572222222, 2.342028336 48.84443566666667, 2.332202808 48.84443566666667, 2.332202808 48.85405572222222, 2.342028336 48.85405572222222))",1,[[<POINT (2.34 48.848)>]],4,149,2,10,7,3,6,4,14,0,109,189,0.016055045871559634,30.48103590403061
80,"POLYGON ((2.342028336 48.84443566666667, 2.342028336 48.83481561111111, 2.332202808 48.83481561111111, 2.332202808 48.84443566666667, 2.342028336 48.84443566666667))",3,"[[<POINT (2.336 48.843)>], [<POINT (2.339 48.842)>], [<POINT (2.337 48.839)>]]",13,40,2,5,9,2,0,8,6,0,56,107,0.03474025974025974,39.698599203581125
81,"POLYGON ((2.342028336 48.83481561111111, 2.342028336 48.82519555555556, 2.332202808 48.82519555555556, 2.332202808 48.83481561111111, 2.342028336 48.83481561111111))",0,[],3,32,1,2,14,3,0,5,4,1,78,132,0.02197802197802198,40.08238212561742
82,"POLYGON ((2.342028336 48.82519555555556, 2.342028336 48.816271441553106, 2.3416672 48.8163437, 2.3404582 48.8164067, 2.3402933 48.8164153, 2.3395287 48.8164436, 2.3386644 48.8164844, 2.3380169 48.8165202, 2.3360975 48.8166201, 2.3355935 48.8166545, 2.3353358 48.8166748, 2.3352203 48.8166827, 2.3351407 48.8166869, 2.3349407 48.8166965, 2.3347717 48.816706, 2.3347207 48.8167068, 2.3339902 48.8167464, 2.3338206 48.8167556, 2.3337086 48.8167639, 2.3323383 48.8169565, 2.3322416 48.8169651, 2.332202808 48.816971074210194, 2.332202808 48.817891288715515, 2.3323719 48.818207, 2.332212 48.8182476, 2.332202808 48.818249932008456, 2.332202808 48.82519555555556, 2.342028336 48.82519555555556))",4,"[[<POINT (2.337 48.824)>], [<POINT (2.337 48.824)>], [<POINT (2.337 48.824)>], [<POINT (2.337 48.821)>]]",5,11,0,0,0,3,0,0,3,0,15,24,0.11428571428571428,40.02181060608273
83,"POLYGON ((2.342028336 48.90128980731051, 2.3441098 48.9013304, 2.3480617 48.9014138, 2.351853864 48.90148968619764, 2.351853864 48.89253594444444, 2.342028336 48.89253594444444, 2.342028336 48.90128980731051))",0,[],2,45,0,1,8,3,0,5,4,0,86,137,0.018741450068399453,47.28150085745126
84,"POLYGON ((2.351853864 48.89253594444444, 2.351853864 48.88291588888889, 2.342028336 48.88291588888889, 2.342028336 48.89253594444444, 2.351853864 48.89253594444444))",0,[],0,103,1,0,14,2,1,3,15,5,126,225,0.014285714285714285,46.40001758150371
85,"POLYGON ((2.351853864 48.88291588888889, 2.351853864 48.87329583333333, 2.342028336 48.87329583333333, 2.342028336 48.88291588888889, 2.351853864 48.88291588888889))",0,[],2,239,1,0,16,3,0,5,9,3,97,151,0.016215635738831616,35.346643279517366
86,"POLYGON ((2.351853864 48.87329583333333, 2.351853864 48.86367577777778, 2.342028336 48.86367577777778, 2.342028336 48.87329583333333, 2.351853864 48.87329583333333))",8,"[[<POINT (2.344 48.865)>], [<POINT (2.345 48.87)>], [<POINT (2.344 48.864)>], [<POINT (2.351 48.868)>], [<POINT (2.343 48.866)>], [<POINT (2.35 48.87)>], [<POINT (2.344 48.865)>], [<POINT (2.343 48.865)>]]",17,345,0,1,14,2,2,3,16,1,58,85,0.02571082879612825,37.0425747490183
87,"POLYGON ((2.351853864 48.86367577777778, 2.351853864 48.85405572222222, 2.342028336 48.85405572222222, 2.342028336 48.86367577777778, 2.351853864 48.86367577777778))",5,"[[<POINT (2.345 48.854)>], [<POINT (2.346 48.854)>], [<POINT (2.347 48.858)>], [<POINT (2.346 48.862)>], [<POINT (2.345 48.859)>]]",11,234,3,1,3,1,2,5,34,1,43,59,0.032668881506090805,26.573750523548334
88,"POLYGON ((2.351853864 48.85405572222222, 2.351853864 48.84443566666667, 2.342028336 48.84443566666667, 2.342028336 48.85405572222222, 2.351853864 48.85405572222222))",7,"[[<POINT (2.351 48.848)>], [<POINT (2.344 48.85)>], [<POINT (2.347 48.848)>], [<POINT (2.347 48.851)>], [<POINT (2.345 48.846)>], [<POINT (2.348 48.846)>], [<POINT (2.345 48.85)>]]",6,254,9,15,10,10,9,12,40,1,111,190,0.015561015561015561,47.76990806495349
89,"POLYGON ((2.351853864 48.84443566666667, 2.351853864 48.83481561111111, 2.342028336 48.83481561111111, 2.342028336 48.84443566666667, 2.351853864 48.84443566666667))",2,"[[<POINT (2.348 48.84)>], [<POINT (2.351 48.839)>]]",2,112,6,10,13,17,3,10,15,1,83,150,0.022039377020276227,47.91767587143519
90,"POLYGON ((2.351853864 48.83481561111111, 2.351853864 48.82519555555556, 2.342028336 48.82519555555556, 2.342028336 48.83481561111111, 2.351853864 48.83481561111111))",3,"[[<POINT (2.343 48.826)>], [<POINT (2.346 48.831)>], [<POINT (2.343 48.826)>]]",23,48,1,0,16,2,0,5,5,1,72,124,0.024256651017214397,44.288146244831296
91,"POLYGON ((2.351853864 48.82519555555556, 2.351853864 48.81826851544057, 2.3486894 48.8167277, 2.3485476 48.8166586, 2.3484943 48.8166328, 2.3483612 48.8165678, 2.3481888 48.8164837, 2.3479768 48.8163803, 2.3477868 48.8162876, 2.347389 48.8160945, 2.3471919 48.8159982, 2.3469205 48.8158654, 2.3466225 48.8158942, 2.3464267 48.8159133, 2.3444323 48.8161064, 2.3444967 48.8155755, 2.343974 48.8157662, 2.3436497 48.815868, 2.3430541 48.8160662, 2.342028336 48.816271441553106, 2.342028336 48.82519555555556, 2.351853864 48.82519555555556))",2,"[[<POINT (2.351 48.82)>], [<POINT (2.343 48.821)>]]",74,10,1,0,2,3,0,0,3,0,87,152,0.020315423683507083,43.59397376070617
92,"POLYGON ((2.351853864 48.90148968619764, 2.3519495 48.9014916, 2.3519837 48.9014932, 2.3530999 48.901507, 2.3532526 48.9015126, 2.3550659 48.9015474, 2.3578445 48.9016087, 2.3588508 48.901624, 2.3615108 48.9016786, 2.361679392 48.90168199169382, 2.361679392 48.89253594444444, 2.351853864 48.89253594444444, 2.351853864 48.90148968619764))",1,[[<POINT (2.352 48.898)>]],0,7,0,0,7,3,0,0,2,0,51,77,0.03019607843137255,47.28150085745127
93,"POLYGON ((2.361679392 48.89253594444444, 2.361679392 48.88291588888889, 2.351853864 48.88291588888889, 2.351853864 48.89253594444444, 2.361679392 48.89253594444444))",1,[[<POINT (2.354 48.891)>]],1,63,1,0,13,8,0,11,1,1,78,127,0.021145521145521144,47.497293826148585
94,"POLYGON ((2.361679392 48.88291588888889, 2.361679392 48.87329583333333, 2.351853864 48.87329583333333, 2.351853864 48.88291588888889, 2.361679392 48.88291588888889))",2,"[[<POINT (2.356 48.879)>], [<POINT (2.355 48.875)>]]",17,141,2,0,11,5,0,5,30,0,74,127,0.023509811181044057,49.29643520372136
95,"POLYGON ((2.361679392 48.87329583333333, 2.361679392 48.86367577777778, 2.351853864 48.86367577777778, 2.351853864 48.87329583333333, 2.361679392 48.87329583333333))",7,"[[<POINT (2.358 48.867)>], [<POINT (2.359 48.865)>], [<POINT (2.361 48.865)>], [<POINT (2.354 48.871)>], [<POINT (2.354 48.871)>], [<POINT (2.354 48.871)>], [<POINT (2.354 48.871)>]]",2,257,4,1,12,4,2,6,5,1,87,128,0.01710772520716386,52.99387068493782
96,"POLYGON ((2.361679392 48.86367577777778, 2.361679392 48.85405572222222, 2.351853864 48.85405572222222, 2.351853864 48.86367577777778, 2.361679392 48.86367577777778))",5,"[[<POINT (2.354 48.86)>], [<POINT (2.353 48.863)>], [<POINT (2.354 48.859)>], [<POINT (2.359 48.855)>], [<POINT (2.361 48.86)>]]",13,171,3,1,11,5,4,10,8,1,69,98,0.020886615515771527,42.75489409792811
97,"POLYGON ((2.361679392 48.85405572222222, 2.361679392 48.84443566666667, 2.351853864 48.84443566666667, 2.351853864 48.85405572222222, 2.361679392 48.85405572222222))",1,[[<POINT (2.354 48.85)>]],12,75,8,2,8,5,1,1,6,0,66,115,0.026806526806526808,42.617251563742045
98,"POLYGON ((2.361679392 48.84443566666667, 2.361679392 48.83481561111111, 2.351853864 48.83481561111111, 2.351853864 48.84443566666667, 2.361679392 48.84443566666667))",4,"[[<POINT (2.356 48.84)>], [<POINT (2.352 48.844)>], [<POINT (2.352 48.841)>], [<POINT (2.359 48.837)>]]",11,62,1,1,11,3,0,2,17,0,83,150,0.022039377020276227,47.1187829091513
99,"POLYGON ((2.361679392 48.83481561111111, 2.361679392 48.82519555555556, 2.351853864 48.82519555555556, 2.351853864 48.83481561111111, 2.361679392 48.83481561111111))",4,"[[<POINT (2.358 48.826)>], [<POINT (2.358 48.826)>], [<POINT (2.358 48.826)>], [<POINT (2.354 48.829)>]]",23,85,1,1,12,4,3,4,22,5,98,190,0.01998737639385651,44.67281979232037
100,"POLYGON ((2.361679392 48.82519555555556, 2.361679392 48.816039279830115, 2.3600926 48.8160209, 2.3566126 48.8159806, 2.3559173 48.8159723, 2.3523989 48.8185339, 2.351853864 48.81826851544057, 2.351853864 48.82519555555556, 2.361679392 48.82519555555556))",5,"[[<POINT (2.36 48.817)>], [<POINT (2.36 48.817)>], [<POINT (2.361 48.817)>], [<POINT (2.359 48.817)>], [<POINT (2.354 48.823)>]]",50,39,0,0,9,9,0,0,2,0,85,146,0.020448179271708684,44.67281979232037
101,"POLYGON ((2.361679392 48.90168199169382, 2.3617146 48.9016827, 2.3619858 48.9016883, 2.3656078 48.9017626, 2.370105 48.9018542, 2.3702923 48.90186, 2.37150492 48.90188486140814, 2.37150492 48.89253594444444, 2.361679392 48.89253594444444, 2.361679392 48.90168199169382))",2,"[[<POINT (2.371 48.899)>], [<POINT (2.365 48.899)>]]",3,8,1,0,8,5,0,2,0,15,52,82,0.03092006033182504,46.69966286686358
102,"POLYGON ((2.37150492 48.89253594444444, 2.37150492 48.88291588888889, 2.361679392 48.88291588888889, 2.361679392 48.89253594444444, 2.37150492 48.89253594444444))",1,[[<POINT (2.369 48.892)>]],5,46,3,0,13,4,0,2,3,1,51,77,0.03019607843137255,46.89768195539199
103,"POLYGON ((2.37150492 48.88291588888889, 2.37150492 48.87329583333333, 2.361679392 48.87329583333333, 2.361679392 48.88291588888889, 2.37150492 48.88291588888889))",3,"[[<POINT (2.371 48.882)>], [<POINT (2.363 48.881)>], [<POINT (2.368 48.877)>]]",3,88,1,0,18,7,0,3,7,3,62,101,0.026705446853516657,49.18368280786363
104,"POLYGON ((2.37150492 48.87329583333333, 2.37150492 48.86367577777778, 2.361679392 48.86367577777778, 2.361679392 48.87329583333333, 2.37150492 48.87329583333333))",1,[[<POINT (2.366 48.865)>]],3,182,1,0,12,3,0,2,14,3,103,179,0.017037883114410814,54.80929634345863
105,"POLYGON ((2.37150492 48.86367577777778, 2.37150492 48.85405572222222, 2.361679392 48.85405572222222, 2.361679392 48.86367577777778, 2.37150492 48.86367577777778))",1,[[<POINT (2.365 48.862)>]],2,150,1,0,18,17,1,5,5,1,88,153,0.019984326018808778,54.50836758867024
106,"POLYGON ((2.37150492 48.85405572222222, 2.37150492 48.84443566666667, 2.361679392 48.84443566666667, 2.361679392 48.85405572222222, 2.37150492 48.85405572222222))",0,[],4,68,1,0,7,5,2,4,13,0,84,126,0.018072289156626505,34.288437199815775
107,"POLYGON ((2.37150492 48.84443566666667, 2.37150492 48.83481561111111, 2.361679392 48.83481561111111, 2.361679392 48.84443566666667, 2.37150492 48.84443566666667))",0,[],5,27,2,0,2,1,0,5,2,1,38,62,0.044096728307254626,44.56891970113039
108,"POLYGON ((2.37150492 48.83481561111111, 2.37150492 48.82519555555556, 2.361679392 48.82519555555556, 2.361679392 48.83481561111111, 2.37150492 48.83481561111111))",2,"[[<POINT (2.363 48.833)>], [<POINT (2.371 48.829)>]]",3,42,4,1,15,7,0,2,14,1,83,153,0.02248016456068175,44.67281979232037
109,"POLYGON ((2.37150492 48.82519555555556, 2.37150492 48.81866117655577, 2.3669819 48.8172057, 2.3661679 48.8169138, 2.3647314 48.8164817, 2.3642489 48.8163269, 2.3634078 48.8160593, 2.361679392 48.816039279830115, 2.361679392 48.82519555555556, 2.37150492 48.82519555555556))",3,"[[<POINT (2.362 48.819)>], [<POINT (2.368 48.823)>], [<POINT (2.364 48.821)>]]",22,56,0,0,13,6,0,6,5,2,49,74,0.031462585034013606,44.21617017572496
110,"POLYGON ((2.37150492 48.90188486140814, 2.3715507 48.9018858, 2.3759783 48.9019808, 2.3790003 48.9020474, 2.380076 48.9020689, 2.381330448 48.90209399933401, 2.381330448 48.89253594444444, 2.37150492 48.89253594444444, 2.37150492 48.90188486140814))",8,"[[<POINT (2.374 48.899)>], [<POINT (2.373 48.9)>], [<POINT (2.373 48.896)>], [<POINT (2.373 48.896)>], [<POINT (2.373 48.896)>], [<POINT (2.373 48.896)>], [<POINT (2.373 48.896)>], [<POINT (2.38 48.894)>]]",5,12,1,0,7,10,1,1,3,0,23,35,0.0691699604743083,44.9168321772181
111,"POLYGON ((2.381330448 48.89253594444444, 2.381330448 48.88291588888889, 2.37150492 48.88291588888889, 2.37150492 48.89253594444444, 2.381330448 48.89253594444444))",11,"[[<POINT (2.378 48.888)>], [<POINT (2.378 48.892)>], [<POINT (2.378 48.892)>], [<POINT (2.378 48.892)>], [<POINT (2.378 48.892)>], [<POINT (2.378 48.892)>], [<POINT (2.378 48.892)>], [<POINT (2.373 48.891)>], [<POINT (2.372 48.889)>], [<POINT (2.373 48.888)>], [<POINT (2.378 48.892)>]]",2,57,0,0,13,5,1,2,2,0,55,86,0.028956228956228958,45.775091148472775
112,"POLYGON ((2.381330448 48.88291588888889, 2.381330448 48.87329583333333, 2.37150492 48.87329583333333, 2.37150492 48.88291588888889, 2.381330448 48.88291588888889))",2,"[[<POINT (2.381 48.877)>], [<POINT (2.373 48.876)>]]",18,50,1,2,25,3,0,6,5,1,74,119,0.022028878193261756,46.43073889097723
113,"POLYGON ((2.381330448 48.87329583333333, 2.381330448 48.86367577777778, 2.37150492 48.86367577777778, 2.37150492 48.87329583333333, 2.381330448 48.87329583333333))",2,"[[<POINT (2.381 48.869)>], [<POINT (2.373 48.872)>]]",10,179,1,0,17,3,0,10,20,2,100,163,0.016464646464646463,56.608373132687
114,"POLYGON ((2.381330448 48.86367577777778, 2.381330448 48.85405572222222, 2.37150492 48.85405572222222, 2.37150492 48.86367577777778, 2.381330448 48.86367577777778))",4,"[[<POINT (2.372 48.86)>], [<POINT (2.38 48.859)>], [<POINT (2.38 48.859)>], [<POINT (2.378 48.855)>]]",2,171,1,0,12,7,0,6,8,1,90,151,0.01885143570536829,59.9482903402518
115,"POLYGON ((2.381330448 48.85405572222222, 2.381330448 48.84443566666667, 2.37150492 48.84443566666667, 2.37150492 48.85405572222222, 2.381330448 48.85405572222222))",7,"[[<POINT (2.378 48.847)>], [<POINT (2.378 48.847)>], [<POINT (2.378 48.847)>], [<POINT (2.378 48.847)>], [<POINT (2.377 48.848)>], [<POINT (2.377 48.848)>], [<POINT (2.375 48.851)>]]",53,167,1,0,13,14,1,3,6,1,88,143,0.01867816091954023,38.2535890887711
116,"POLYGON ((2.381330448 48.84443566666667, 2.381330448 48.83481561111111, 2.37150492 48.83481561111111, 2.37150492 48.84443566666667, 2.381330448 48.84443566666667))",1,[[<POINT (2.378 48.844)>]],10,25,0,0,4,1,0,1,2,4,51,82,0.03215686274509804,33.473764186250435
117,"POLYGON ((2.381330448 48.83481561111111, 2.381330448 48.82519555555556, 2.37150492 48.82519555555556, 2.37150492 48.83481561111111, 2.381330448 48.83481561111111))",3,"[[<POINT (2.372 48.832)>], [<POINT (2.374 48.829)>], [<POINT (2.381 48.828)>]]",52,51,4,2,9,6,2,2,4,1,65,137,0.03293269230769231,44.67281979232037
118,"POLYGON ((2.381330448 48.82519555555556, 2.381330448 48.822240116828844, 2.3807452 48.8216877, 2.3791335 48.8211634, 2.3790883 48.8211487, 2.3790587 48.8211391, 2.3787394 48.821035, 2.3778589 48.820748, 2.3778096 48.8207311, 2.377775 48.8207192, 2.376025 48.8201183, 2.3746098 48.8196609, 2.3741539 48.8195136, 2.37150492 48.81866117655577, 2.37150492 48.82519555555556, 2.381330448 48.82519555555556))",3,"[[<POINT (2.375 48.823)>], [<POINT (2.373 48.825)>], [<POINT (2.373 48.822)>]]",24,10,0,0,3,1,0,1,1,0,45,78,0.03939393939393939,42.4421213979281
119,"POLYGON ((2.381330448 48.90209399933401, 2.3844292 48.902156, 2.3849847 48.9020514, 2.386186 48.9018252, 2.38724 48.9016275, 2.3892039 48.901259, 2.3893896 48.9012193, 2.390567 48.9010036, 2.3906903 48.900981, 2.391155976 48.90072452907728, 2.391155976 48.89253594444444, 2.381330448 48.89253594444444, 2.381330448 48.90209399933401))",3,"[[<POINT (2.385 48.895)>], [<POINT (2.387 48.896)>], [<POINT (2.386 48.896)>]]",9,27,1,0,0,2,3,0,1,2,59,100,0.029222676797194622,43.83872575840637
120,"POLYGON ((2.391155976 48.89253594444444, 2.391155976 48.88291588888889, 2.381330448 48.88291588888889, 2.381330448 48.89253594444444, 2.391155976 48.89253594444444))",2,"[[<POINT (2.389 48.889)>], [<POINT (2.389 48.889)>]]",3,45,1,0,16,2,0,3,5,1,69,128,0.027280477408354646,45.775091148472775
121,"POLYGON ((2.391155976 48.88291588888889, 2.391155976 48.87329583333333, 2.381330448 48.87329583333333, 2.381330448 48.88291588888889, 2.391155976 48.88291588888889))",4,"[[<POINT (2.387 48.874)>], [<POINT (2.389 48.88)>], [<POINT (2.383 48.883)>], [<POINT (2.386 48.882)>]]",3,53,2,0,18,0,0,2,8,0,53,83,0.03011611030478955,45.92399629912697
122,"POLYGON ((2.391155976 48.87329583333333, 2.391155976 48.86367577777778, 2.381330448 48.86367577777778, 2.381330448 48.87329583333333, 2.391155976 48.87329583333333))",3,"[[<POINT (2.385 48.87)>], [<POINT (2.39 48.868)>], [<POINT (2.39 48.873)>]]",4,56,2,0,22,11,0,4,10,0,70,111,0.02298136645962733,49.215476743096815
123,"POLYGON ((2.391155976 48.86367577777778, 2.391155976 48.85405572222222, 2.381330448 48.85405572222222, 2.381330448 48.86367577777778, 2.391155976 48.86367577777778))",2,"[[<POINT (2.39 48.858)>], [<POINT (2.384 48.859)>]]",0,84,0,0,9,8,0,4,2,0,97,171,0.01836340206185567,58.10890330717043
124,"POLYGON ((2.391155976 48.85405572222222, 2.391155976 48.84443566666667, 2.381330448 48.84443566666667, 2.381330448 48.85405572222222, 2.391155976 48.85405572222222))",4,"[[<POINT (2.383 48.853)>], [<POINT (2.388 48.847)>], [<POINT (2.388 48.847)>], [<POINT (2.388 48.847)>]]",19,119,2,2,14,4,0,4,2,0,58,110,0.03327283726557774,43.29007094539107
